Column,name,wiki_name,birth_date,link,born_place,lat,long,Born in,kneset,Knesset_number,education,occupations,army_service,language
548,לביא עליזה,,"י""ז בתשרי תשכ""ה, 23/09/1964",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=875,כפר-סבא-ישראל,32.175,34.90694,ישראל,"חברת הכנסת ה-19, 20","19 ,20","['- BA – תואר ראשון המחלקה לגיאוגרפיה, אוניברסיטת בר-אילן  - MA – תואר שני המחלקה למדעי המדינה, אוניברסיטת בר-אילן  - PhD – דוקטורט המחלקה למדעי המדינה (מסלול תקשורת), אניברסיטת בר-אילן  - פוסט-דוקטורט, המחלקה לעיתונאות ולמדיה, אוניברסיטת רטגרס ניו ג`רסי  - עמיתת מחקר, אוניברסיטת ברנדייס, ארה”ב  - קורס מנהיגות (שנתי), האוניברסיטה הפתוחה בשיתוף שדולת הנשים וקרן אדנאור']","['מרצה בכירה, סופרת']",סגן,"שפות
אנגלית"
549,לביא שלמה,,01/01/1882,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=469,פלונסק-פולין,52.62348,20.37552,פולין,"חבר הכנסת ה-1, 2","1 ,2",['קיבל חינוך מסורתי.'],,"- במשך שלוש שנים היה חבר ”השומר”.
- היה פעיל ב”הגנה”.
- במלחמת העולם השנייה, בהיותו בן שישים שנה, התגייס לצבא הבריטי.",
550,לבנבראון אברהם,,01/01/1916,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=470,רומניה,46,25,רומניה,"חבר הכנסת ה-7, 8, 9","7 ,8 ,9",['למד בבית-ספר תיכון ברומניה.'],,,
551,לבני ציפי,,"כ""א בתמוז תשי""ח, 07/08/1958",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=213,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חברת הכנסת ה-15, 16, 17, 18, 19, 20","15 ,16 ,17 ,18 ,19 ,20","['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,"שפות
אנגלית, צרפתית"
552,לבני איתן,,01/01/1919,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=471,גרודנו-פולין,52,20,פולין,"חבר הכנסת ה-8, 9, 10","8 ,9 ,10",['- למד בבית-הספר ”תחכמוני”.  - למד בבית-הספר למסחר ”ספרא” בתל-אביב.'],,"- בשנת 1938 הצטרף לאצ”ל.
- באצ”ל מילא את התפקידים הבאים: מחסנאי ארצי, מפקד המבצעים הראשי וחבר המטה לגולה.
- בשנת 1946 נעצר על-ידי המשטרה הבריטית ונשפט לחמש-עשרה שנות מאסר.
- בפריצה לכלא עכו, בשנת 1947, שוחרר מהכלא.
- בשנים 1947–1948 היה שליח האצ”ל באירופה.",
553,לבני אתי,,01/06/1948,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=747,תל-אביב-ישראל,32.08088,34.78057,ישראל,חברת הכנסת ה-16,16,,['עורכת דין'],,"אנגלית, צרפתית"
554,לבנת לימור,,"י""א בתשרי תשי""א, 22/09/1950",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=70,חיפה-ישראל,32.81841,34.9885,ישראל,"חברת הכנסת ה-12, 13, 14, 15, 16, 17, 18, 19","12 ,13 ,14 ,15 ,16 ,17 ,18 ,19","['החוג לתורת הספרות הכללית, אוניברסיטת תל-אביב']",['פרסומאית'],"- חטיבה 7, חיל השריון
- סמלת (מיל`) – ח”ן, חינוך וסעד","שפות
אנגלית"
555,להב הרצנו יוראי,Yorai Lahav-Hertzano,"כ""ב באב תשמ""ח, 05/08/1988",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=998,תל-אביב-ישראל,32.08088,34.78057,ישראל,"21,22,23-חבר כנסת ה","21,22,23","['- תואר ראשון במשפטים, אוניברסיטת תל אביב  - תואר ראשון בהיסטוריה של המזרח התיכון ואפריקה, אוניברסיטת תל אביב  - תואר שני במשפטים, אוניברסיטת תל אביב  - תואר שני במשפט ציבורי, אוניברסיטת Northwestern שיקגו']",,"שירות צבאי
סרן",
556,לובוצקי אלכסנדר,,28/06/1956,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=71,תל-אביב-ישראל,32.08088,34.78057,ישראל,חבר הכנסת ה-14,14,"['- דוקטור למתמטיקה, אוניברסיטת בר-אילן  - פרופסור למתמטיקה, האוניברסיטה העברית']",['מתמטקאי'],"1977–1982: סרן, נושאי מחקר ופיתוח","שפות
אנגלית"
557,לובלסקי מאשה,,25/12/1936,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=152,הרצלייה-ישראל,32.16627,34.82536,ישראל,חברת הכנסת ה-13,13,['גבוהה'],['חינוך'],,"אנגלית, יידיש"
558,לוונשטיין מאיר דוד,,06/01/1904,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=472,קופנהגן-דנמרק,55.67594,12.56553,דנמרק,חבר הכנסת ה-1,1,['- למד בבית-הספר למסחר בציריך.  - למד בבית-המדרש לרבנים על-שם הרב דינר באמסטרדם.'],,,
559,לוז קדיש,,10/01/1895,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=473,בוברויסק--רוסיה-הלבנה,53,28,בלארוס,"חבר הכנסת ה-2, 3, 4, 5, 6","2 ,3 ,4 ,5 ,6","['- לימודים ב”חדר מתוקן” ובגימנסיה המקומית  - לימודים בטכניון בקרלסרוהה, גרמניה  - לימודים במכון לכלכלה בסנט-פטרסבורג  - לימודי מדעים וחקלאות במכון החקלאי שליד אוניברסיטת אודסה ובאוניברסיטת דורפט, אסטוניה']",,"- בשנים 1917-1916 שירת בצבא הרוסי והוכשר לקצין.
- נמנה עם מייסדי ”ברית החייל העברי” ברוסיה.
- היה חבר ב”הגנה”. במלחמת העצמאות לחם בעמק הירדן.
",
560,לוי דוד,,21/12/1937,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=72,רבאט-מרוקו,34.01325,-6.83255,מרוקו,"חבר הכנסת ה-7, 8, 9, 10, 11, 12, 13, 14, 15, 16","7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16",['לימודים בבית-ספר ”אליאנס” ברבאט'],['פועל בניין'],,צרפתית
561,לוי יצחק,,06/06/1947,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=73,קזבלנקה-מרוקו,33.58831,-7.61138,מרוקו,"חבר הכנסת ה-12, 13, 14, 15, 16, 17","12 ,13 ,14 ,15 ,16 ,17",['- השכלה תיכונית  - סמיכה לרבנות'],['מחנך'],רב סרן,"שפות
אנגלית, ספרדית, צרפתית"
562,לוי מקסים,,11/02/1950,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=74,רבאט-מרוקו,34.01325,-6.83255,מרוקו,"חבר הכנסת ה-14, 15","14 ,15",['תיכונית'],['מכונאות מטוסים'],משמר הגבול,"שפות
צרפתית"
563,לוי דניאל יצחק,,30/09/1917,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=474,סאוטה-(במרוקו-הספרדית)-ספרד,40,-4,ספרד,"חבר הכנסת ה-6, 7","6 ,7",['- למד בבית-ספר תיכון.  - למד במשך שנתיים בבית ספר גבוה לפדגוגיה ולפסיכולוגיה בקדיקס בספרד.'],,,
564,לוי יאיר,,11/10/1952,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=475,טבריה-ישראל,32.79221,35.53124,ישראל,חבר הכנסת ה-12,12,['- לימודים בבית-ספר תיכון  - לימודים בסמינר לרבנות  - בעל הסמכה לרבנות'],,"- שירת בשריון.
- היה מפקד מחנה בחטיבה 9.
- נפצע במלחמת יום הכיפורים.
","שפות
אנגלית, ערבית"
565,לוי סטלה,,01/01/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=476,סוריה,35,38,סוריה,חברת הכנסת ה-9,9,['- למדה בבית-הספר הריאלי בחיפה.  - למדה פסיכולוגיה באוניברסיטת חיפה.  - למדה מדע המדינה ואמנות באוניברסיטת תל אביב.'],,"- בנעוריה הייתה חברה ב”הגנה”.
- במלחמת העולם השנייה התנדבה לצבא הבריטי ושירתה בחיל הקשר (1942–1946).
- סיימה את קורס הקצינות הראשון בצה”ל.
- מפקדת פלוגת ח”ן בחטיבת כרמל (1948–1949).
- סיימה קורס מפקדות גדודים (1949).
- הייתה קצינת ח”ן בפיקוד הצפון (1951).
- הייתה קצינת ח”ן ראשית (1964–1970).
- יצאה בשליחות לארצות הברית (1970–1974).
- השתחררה מצה”ל בדרגת אלוף משנה (1974).
- שירתה במשטרת ישראל במסגרת המשמר האזרחי (1974–1976).
- השתייכה לצוות ההקמה של המשמר האזרחי.",
566,לוי מיקי,Mickey Levy,21/06/1951,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=876,ירושלים-ישראל,31.78199,35.21961,ישראל,"21,20,19,23,22-חבר כנסת ה","21,20,19,23,22","['- BA – תואר ראשון במדעי החברה, אוניברסיטת חיפה  - MA – תואר שני בחינוך']",,"שירות צבאי
רס”ן",
567,לוי ז`קי,,28/10/1960,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=929,ישראל,31.5,34.75,ישראל,חבר הכנסת ה-20,20,['12 שנות לימוד'],,,
568,לוי אבקסיס אורלי,Orly Levy,"ט""ז בחשוון תשל""ד, 11/11/1973",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=832,ישראל,31.5,34.75,ישראל,"20,19,23,18,22-חבר כנסת ה","20,19,23,18,22",['תואר ראשון במשפטים מהמרכז הבינתחומי'],['מקצוע\nאשת תקשורת'],"שירות צבאי
חיל האוויר",
569,לוין יצחק מאיר,,30/01/1893,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=477,גור-(ליד-וארשה)-פולין,52,20,פולין,"חבר הכנסת ה-1, 2, 3, 4, 5, 6, 7","1 ,2 ,3 ,4 ,5 ,6 ,7",['- למד בישיבות.  - הוסמך לרבנות.'],,,
570,לוין נחום,,08/06/1905,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=478,רוסיה,60,100,רוסיה,"חבר הכנסת ה-3, 4, 5","3 ,4 ,5",['- לימודים בגימנסיה ברוסיה  - לימודים בטכניון בחיפה  - הוסמך למהנדס בניין'],,,
571,לוין שלום,,27/03/1916,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=479,רקוב-רוסיה-הלבנה,53,28,בלארוס,"חבר הכנסת ה-7, 8","7 ,8","['- לימודים ב”חדר”  - לימודים בישיבת ”מיר”  - לימודים בגימנסיה העברית ובסמינר ”תרבות” בווילנה  - לימודי מקרא, ספרות ותולדות עם ישראל באוניברסיטה העברית  - שנת 1952: קיבל תואר מוסמך להיסטוריה ולספרות של האוניברסיטה העברית בירושלים  - שנת 1976: קיבל תואר דוקטור בתחום הפילוסופיה של החינוך מטעם האוניברסיטה העברית']",,"- שירת כנוטר במשטרת היישובים בעמק יזרעאל.
- במלחמת השחרור השתתף בהגנה על ירושלים ומאוחר יותר התמנה לקצין תרבות.",
572,לוין יריב,Yariv Levin,"ז' בתמוז תשכ""ט, 22/06/1969",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=826,ישראל,31.5,34.75,ישראל,"21,20,19,23,18,22-חבר כנסת ה","21,20,19,23,18,22","['- בוגר האולפן לערבית של חיל המודיעין  - LLB במשפטים, האוניברסיטה העברית בירושלים']",['מקצוע\nעורך-דין'],"שירות צבאי
- מתרגם מערבית בחיל המודיעין
- מפקד מגמה באולפן לערבית של חיל המודיעין",
573,לוקר ברל,,27/04/1887,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=480,כפר-קריווץ-גליציה,45.54694,13.72944,גליציה,חבר הכנסת ה-3,3,['- למד בבית-ספר כללי-יהודי בעיירה סולטובינה ובגימנסיה בעיר סרט (בוקובינה).  - בשנת 1904 נרשם לפקולטה למשפטים באוניברסיטת צ`רנוביץ (בוקובינה).'],,,
574,לורינץ שלמה,,05/03/1918,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=481,בודפשט-הונגריה,47.49835,19.04045,הונגריה,"חבר הכנסת ה-2, 3, 4, 5, 6, 7, 8, 9, 10","2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10",['למד בישיבות.'],,,
575,ליבאי דוד,,22/10/1934,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=75,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חבר הכנסת ה-11, 12, 13, 14","11 ,12 ,13 ,14","['- תואר ראשון במשפטים, האוניברסיטה העברית בירושלים  - תואר שני במשפטים, אוניברסיטת שיקגו  - תואר דוקטור במשפטים, אוניברסיטת שיקגו']","['עורך-דין, פרופסור למשפטים']","שירת בדרגת רב-סרן כסניגור פיקודי, כתובע פיקודי וכממלא מקום התובע הצבאי הראשי.","שפות
אנגלית"
576,ליבוביץ אילן,,25/01/1967,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=748,רחובות-ישראל,31.89421,34.81199,ישראל,חבר הכנסת ה-16,16,"['- בוגר לימודי יחסים בין-לאומיים ומדעי המדינה, האוניברסיטה העברית, ירושלים  - בוגר משפטים, המכללה למינהל']",,סרן,"אנגלית, רומנית"
577,ליבנה אליעזר,,02/12/1902,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=482,לודז`-פולין,52,20,פולין,"חבר הכנסת ה-1, 2","1 ,2",['- למד בגימנסיות בלודז` וברוסטוב.  - בשנים 1937–1939 למד באנגליה.'],,,
578,ליברמן אביגדור,Avigdor Lieberman,"ט""ו באייר תשי""ח, 05/06/1958",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=214,ברית-המועצות,,,ברית המועצות,"18,17,21,16,15,20,19,23,22,15-חבר כנסת ה","18,17,21,16,15,20,19,23,22,15",['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",
579,ליבשיץ דוד,,12/05/1897,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=483,רוסיה,60,100,רוסיה,"חבר הכנסת ה-1, 2, 3","1 ,2 ,3",,,,
580,ליטינצקי לאון,,"כ""ה בתמוז תשכ""ז, 02/08/1967",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=813,קזן-רוסיה,60,100,רוסיה,"חבר הכנסת ה-17, 19","17 ,19","['- 2002: השלמה לקראת לימודי תואר שני במדעי המדינה, אוניברסיטת תל-אביב  - 1994–1999: לימודי רפואה, האוניברסיטה לרפואה בקזן, רוסיה  - 1995–1997: לימודים במכללת ”אורט”, כפר סבא']",,,"שפות
אנגלית, רוסית"
581,לייזרזון אברהם,,01/01/1943,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=76,ירושלים-ישראל,31.78199,35.21961,ישראל,חבר הכנסת ה-14,14,['- סמיכות לרבנות  - תואר אקדמי'],['ניהול מערכת חינוך'],,יידיש
582,לין אוריאל,,02/04/1935,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=484,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-11, 12","11 ,12",['- למד בבית-הספר לקצינים בחיפה.  - למד משפטים באוניברסיטה העברית ובאוניברסיטת ברקלי (קליפורניה).  - הוסמך לעורך דין.'],,,
583,לין אמנון,,20/03/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=485,משמר-העמק-ישראל,32.61045,35.14227,ישראל,"חבר הכנסת ה-6, 8, 9, 10, 11","6 ,8 ,9 ,10 ,11",['- למד במוסד החינוכי ”משמר העמק”.  - למד משפטים בשלוחת תל אביב של האוניברסיטה העברית.  - הוסמך לעורך דין.'],,,
584,לינקר ציטה,,01/03/1917,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=486,וינה-אוסטריה,48.1221,16.55751,אוסטריה,חברת הכנסת ה-8,8,['- למדה בבית-ספר תיכון לבנות בווינה.  - למדה באוניברסיטת לונדון.'],,,
