Column,name,position,govermmrnt number,educaction,occupations,army_service,party
571,נאמן יובל,שר האנרגיה והתשתיות,24,['- גימנסיה ”הרצליה” בתל אביב  - הנדסת מכונות בטכניון בחיפה  - אמפריאל קולג` בלונדון  - בית-הספר הגבוה למלחמה בפריז  - ד”ר לפילוסופיה מטעם אוניברסיטת לונדון'],,"- בגיל 15 הצטרף ל”הגנה”.
- במלחמת העצמאות היה סגן מפקד גדוד, קצין מבצעים וסגן מפקד חטיבת ”גבעתי”.
- היה סגן ראש מחלקת מבצעים במטכ”ל.
- היה ראש מחלקת תכנון, 1952–1954.
- השתתף בארגון צה”ל כצבא מילואים ובפיתוח שיטות גיוס.
- היה סגן ראש אגף מודיעין, 1956.
- היה נספח צה”ל בבריטניה, 1958–1960.
- שוחרר מצה”ל בשנת 1961 בדרגת אלוף-משנה.",תחייה
572,ארנס משה,שר הביטחון,24,['- לימודים בבית-הספר התיכון על שם ג`ורג` וושינגטון בניו-יורק  - לימודי הנדסה במכון הטכנולוגי של מסצ`וסטס (סיים בשנת 1947)  - לימודי הנדסה אווירונאוטית במכון הטכנולוגי של קליפורניה (בשנים 1951–1957)'],"['מהנדס אווירונאוטי, פרופסור']",- בשנים 1944–1946 שירת בצבא ארצות-הברית.,הליכוד
573,שרון אריאל,שר הבינוי והשיכון,24,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",הליכוד
574,אולמרט אהוד,שר הבריאות,24,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",הליכוד
575,לוי דוד,שר החוץ,24,['לימודים בבית-ספר ”אליאנס” ברבאט'],['פועל בניין'],,הליכוד
576,המר זבולון,שר החינוך,24,['- בוגר אוניברסיטת בר-אילן במדעי היהדות ובמקרא  -\xa0בעל תעודת הוראה  -\xa0בוגר המכללה לביטחון לאומי'],['מחנך'],בנח”ל ובשריון,מפד”ל
577,איתן רפאל,שר החקלאות,24,['- לימודי מזרחנות באוניברסיטת תל-אביב  - לימודים במכללה לביטחון לאומי'],"['חקלאי, נגר, טייס']","- בשנת 1944 התגייס לפלמ”ח.
- במלחמת העצמאות שירת בחטיבת ”הראל” כסמל מחלקה, השתתף בקרבות לשחרור ירושלים ונפצע בקרב על מנזר סן-סימון.
- בתום מלחמת העצמאות שימש סגן מפקד פלוגה, אף שלא עבר קורס קצינים. לאחר המלחמה שב לתל-עדשים.
- בשנת 1951 חזר לצה”ל והחל לשמש קצין המבצעים של חטיבה 9. לאחר מכן התמנה למפקד פלוגת המילואים הראשונה של הצנחנים.
- השתתף ברוב פעולות התגמול שיזם צה”ל בשנות ה-50. באוקטובר 1955 השתתף עם לוחמיו בפשיטה על משטרת כונתילה שבסיני. בהסתערותו בראש הלוחמים דרך מצוק תלול חיסל עמדת ירי שבלמה את התקדמות הכוח. על פעולה זו זכה בעיטור העוז של צה”ל.
- בדצמבר 1955 נפצע בפעולת כינרת נגד הסורים.
- באוקטובר 1956, במבצע ”קדש”, פיקד על גדוד 890 של הצנחנים. צניחת הגדוד שבפיקודו במעבר המיתלה שבחצי האי סיני היתה הצניחה הקרבית היחידה בתולדות צה”ל.
- בשנת 1964 נתמנה למפקד חטיבת הצנחנים, ובשנת 1967, במלחמת ששת הימים, השתתף בקרבות באזור עזה ונפצע פציעה קשה בראשו.
- בשנת 1968 פיקד על כוח הקומנדו הישראלי שפשט על שדה התעופה של ביירות.
- בשנת 1969, בתחילת מלחמת ההתשה, מונה לקצין צנחנים וחיל-רגלים ראשי.
- בשנת 1973, במלחמת יום הכיפורים, היה מפקד האוגדה שלחמה בחזית הסורית. אוגדה זו הביאה לבלימת הכוח הסורי וכבשה מובלעת באזור.
- בתום המלחמה הועלה לדרגת אלוף. באפריל 1974 נתמנה לאלוף פיקד הצפון, ולאחר מכן לראש אגף המטה (אג”ם).
- בשנים 1978–1983 כיהן כרמטכ”ל ה-11 של מדינת ישראל. עם מינויו לתפקיד נקט שורת צעדים שנועדו להגביר את המשמעת בצה”ל. בד בבד הרחיב את אחריות הצבא כלפי אוכלוסיות חלשות והקים מפקדה לטיפול בחיילים עם נתונים אישיים נמוכים (”נערי רפול”).
- כרמטכ”ל היה אחראי למבצע ”שלום הגליל”.",צומת
578,מגן דוד,שר הכלכלה והתעשייה,24,['- השכלה תיכונית  - קורסים צבאיים גבוהים'],,"- שירת בשנים 1963–1972
- רב-סרן",הליכוד
579,נאמן יובל,"שר המדע, הטכנולוגיה, התרבות והספורט",24,['- גימנסיה ”הרצליה” בתל אביב  - הנדסת מכונות בטכניון בחיפה  - אמפריאל קולג` בלונדון  - בית-הספר הגבוה למלחמה בפריז  - ד”ר לפילוסופיה מטעם אוניברסיטת לונדון'],,"- בגיל 15 הצטרף ל”הגנה”.
- במלחמת העצמאות היה סגן מפקד גדוד, קצין מבצעים וסגן מפקד חטיבת ”גבעתי”.
- היה סגן ראש מחלקת מבצעים במטכ”ל.
- היה ראש מחלקת תכנון, 1952–1954.
- השתתף בארגון צה”ל כצבא מילואים ובפיתוח שיטות גיוס.
- היה סגן ראש אגף מודיעין, 1956.
- היה נספח צה”ל בבריטניה, 1958–1960.
- שוחרר מצה”ל בשנת 1961 בדרגת אלוף-משנה.",תחייה
580,מרידור דן,שר המשפטים,24,['בוגר הפקולטה למשפטים באוניברסיטה העברית בירושלים'],['עורך דין'],קצין שריון,הליכוד
581,שמיר יצחק,"שר העבודה, הרווחה והשירותים חברתיים",24,['- לימודים בבית-ספר תיכון בביאליסטוק  - לימודי משפטים בוורשה (עד שנת 1935)  - לימודים באוניברסיטה העברית בירושלים'],['מנהל חברות'],"- בשנת 1937 הצטרף לאצ”ל (ארגון צבאי לאומי).
- בשנת 1940, לאחר הפילוג באצ”ל, עבר ללח”י (לוחמי חרות ישראל).
- בשנים 1955–1965 מילא תפקיד בכיר במוסד.",הליכוד
582,קצב משה,"שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",24,['- לימודים בבית-הספר היסודי ”האחים” בקריית-מלאכי.  - לימודים תיכוניים בכפר הנוער בבן-שמן ובבית-הספר התיכון האזורי בבאר-טוביה.  - בשנת 1971 קיבל תואר בוגר של האוניברסיטה העברית בכלכלה והיסטוריה.  - בעל תעודת הוראה של האוניברסיטה העברית.'],['כלכלן ומחנך'],"- רב-טוראי, חיל הקשר.
- במלחמת ששת הימים ובמלחמת יום הכיפורים שירת כחייל מילואים.
",הליכוד
583,נסים משה,"שר התעשיה, המסחר והתעסוקה",24,"['מוסמך למשפטים, האוניברסיטה העברית בירושלים']",['עורך דין'],קצין משפטים,הליכוד
584,פנחסי רפאל,שר התקשורת,24,"[""- תלמוד תורה ר' עקיבא בבני ברק  - ישיבת ”היכל התלמוד” בתל אביב  - כולל ”חזון איש” בבני ברק""]",['יהלומן'],בדרגת סמל,ש”ס
585,מילוא רוני,השר לביטחון הפנים,24,"['בוגר במשפטים, אוניברסיטת תל אביב']",['עורך דין'],"- בפרקליטות הצבאית
- קמ”ש (קצין משפט)
- סניגור צבאי",הליכוד
586,שמיר יצחק,השר להגנת הסביבה,24,['- לימודים בבית-ספר תיכון בביאליסטוק  - לימודי משפטים בוורשה (עד שנת 1935)  - לימודים באוניברסיטה העברית בירושלים'],['מנהל חברות'],"- בשנת 1937 הצטרף לאצ”ל (ארגון צבאי לאומי).
- בשנת 1940, לאחר הפילוג באצ”ל, עבר ללח”י (לוחמי חרות ישראל).
- בשנים 1955–1965 מילא תפקיד בכיר במוסד.",הליכוד
587,שאקי אבנר חי,השר לענייני דתות,24,"['- ד”ר למשפטים, האוניברסיטה העברית בירושלים  - פרופסור למשפטים (משפט בין-לאומי פרטי, דיני משפחה וירושה, דת ומדינה במשפט), אוניברסיטת תל אביב']","['משפטן, עורך דין, פרופסור למשפטים']",שירת בשנים 1947–1949.,מפד”ל
588,פרץ יצחק חיים,השר לקליטת עלייה,24,['- בוגר הישיבה התיכונית ”מדרשיית נועם” בפרדס חנה.  - למד בישיבת ”חברון” בירושלים.  - למד ב”כולל” בפתח תקווה.  - בעל הסמכה לרבנות והסמכה לדיינות מבית-המדרש הגבוה לתורה והוראה ”חזון עובדיה” בירושלים.'],"['רב, דיין']",,מוריה
589,זאבי רחבעם,שר במשרד ראש הממשלה,24,['- לימודים תיכוניים בבית-הספר האזורי בגבעת-השלושה  - בוגר המכללה לפיקוד ולמטה של צבא ארצות-הברית'],,"- בשנת 1944 הצטרף לפלמ”ח ושם קיבל את כינויו ”גנדי”.
- במלחמת העצמאות שימש קצין מודיעין בחטיבת יפתח.
- בשנים שלאחר מכן שירת כקצין מבצעים בחזית הצפון, כקצין מודיעין של פיקוד הדרום וכמפקד גדוד בחטיבת גולני.
- בשנת 1967 קיבל דרגת אלוף.
- בשנת 1968 נתמנה לאלוף פיקוד המרכז.
- בשנת 1973, שבוע לפני מלחמת יום הכיפורים, פרש מצה”ל, אך בתקופת המלחמה שירת כעוזר מיוחד לרמטכ”ל.
- לאחר המלחמה שירת תקופה קצרה כראש אג”ם.",מולדת
590,עזרן יוסף,סגן שר האוצר,24,"['- השכלה תיכונית  - בוגר ישיבה גבוהה  - בעל סמיכות לרבנות, מכון ”הרי פישל” בירושלים']",['רב'],התנדב לשירות מילואים ברבנות הצבאית,ש”ס
591,עלי עובדיה,סגן שר הביטחון,24,['- סמינר ליפשיץ להוראה בירושלים  - לימודי מקרא וייעוץ חינוכי  - בוגר אוניברסיטת חיפה'],['מורה ומחנך'],"- רס”ן
- סמג”ד
- מס”ח",הליכוד
592,רביץ אברהם,סגן שר הבינוי והשיכון,24,['בוגר ישיבת חברון – סמיכות לרבנות'],['רב וראש ישיבה'],בלח”י ובצה”ל,דגל התורה
